gid,formula,n_sites,K_VRH,G_VRH,gamma,kappa_agl,density_g_cm3,volume_m3
ag-cf4537f3f53c,As3Na3Sr3,9,34.647,26.1878,1.96481,2.50784,3.73347,2.4755690023160578e-28
ag-d730f8023357,Ca4Ge8Li4,16,43.4609,29.2933,1.96482,2.06813,3.75774,3.39906435217033e-28
ag-5a670b4d5135,Fe1Ti1,2,176.844,129.426,1.96487,45.0433,6.38205,2.698471927910612e-29
ag-9926bdf818fa,La8Sb6,14,55.3,27.6177,1.96501,1.82853,6.58994,4.64099384287379e-28
ag-1612ff33c127,Fe8W4,12,191.453,57.9002,1.96504,3.29329,11.6914,1.6789746663438012e-28
ag-d95968e06fac,C2Ni1Tb1,4,160.573,99.765,1.96508,20.5364,8.22743,4.8770139537387005e-29
ag-4792c39561f6,Al4O12Y4,20,190.647,111.946,1.96509,8.78906,5.19488,2.0954356776136165e-28
ag-d4d71d73b26b,As1Ca3Cl3,7,37.6278,25.198,1.96516,3.41371,2.58734,1.9351023539630366e-28
ag-6925b566a277,Br2O8Y6,16,103.299,36.8624,1.96517,2.68295,4.79677,2.8429511528344504e-28
ag-c13b804b8011,Cd2Dy4Se8,14,52.6833,18.0784,1.9652,1.04931,6.09615,4.103582465836689e-28
ag-5be7414fafc8,Ba1Mg4Si3,8,52.4247,42.6944,1.96543,5.87975,2.87625,1.840541212755543e-28
ag-7eb87612e209,Cs2Gd2S4,8,39.2709,23.8103,1.96547,2.94447,4.86807,2.416994141859033e-28
ag-1ab5984a25e0,Mg2Pd4Tb4,10,76.3589,26.3913,1.96561,1.57878,8.22916,2.2398204473968516e-28
ag-90fb04d94c49,Al2N2Zr4,8,142.336,88.7348,1.96572,14.2322,5.5837,1.3289560796226835e-28
ag-43575f1a4d7d,Bi1Ho2O2,5,70.6742,34.7699,1.96598,6.01931,9.3798,1.0105778962149442e-28
ag-7cb2da520d52,In1N1Tb3,5,86.5944,62.8922,1.96598,8.78282,8.81594,1.1406880084679117e-28
ag-00a5c7beab01,La8N4S6,18,51.8648,27.8307,1.96606,3.15013,5.17582,4.362148369138095e-28
ag-78d60e188280,Nb6Si4,10,192.785,121.106,1.96617,15.0675,6.86658,1.6197238231816807e-28
ag-bab633976c2f,B4Mo4,8,303.063,198.568,1.96623,29.1569,8.40281,8.438329839594925e-29
ag-f89aad64d295,Ni8Si4Ta12,24,196.444,50.2073,1.96627,1.89099,12.9054,3.542627143780128e-28
ag-049800151e02,Ge4Ir4Mn12,20,110.362,47.4245,1.96636,2.16236,8.81096,3.2390827127026465e-28
ag-6cbb3552b5a8,N1Ti1,2,269.778,171.186,1.9665,68.8785,5.12977,2.00289089072392e-29
ag-136ad4308831,C2Ga2Ta4,8,190.394,109.606,1.96652,13.4218,12.5809,1.1710832284250922e-28
ag-35ef9bb6ec3b,As2Ca2Rb2,6,21.2268,10.7912,1.96656,1.4068,3.10583,2.143607018283221e-28
ag-6c69c254c7f8,Mg4O8,12,127.996,84.0178,1.9666,9.78385,3.18346,1.1747552599754114e-28
ag-4d761230b928,Au4Y8,12,58.7927,19.8529,1.96678,1.2269,7.78568,3.197326152563289e-28
ag-b36865785bd0,W1,1,297.672,150.536,1.96682,60.8815,18.5599,1.644801437527918e-29
ag-dc96ddaddb6c,C1Nb1,2,298.683,201.772,1.96707,78.8903,7.63715,2.281203198753429e-29
ag-9da93ce1399c,C6Nb16Zn8,30,184.189,83.2591,1.96712,4.10982,7.98448,4.3296166992507335e-28
ag-66752eca79a7,C1Er3Tl1,5,42.6111,12.349,1.96738,1.05634,6.93711,1.7190890759973368e-28
ag-80cba77e1024,Ru1Ti1,2,210.844,118.512,1.96743,37.9796,8.19643,3.0173588618728417e-29
ag-1c10f0825cb0,Hf2La6Sb10,18,60.6649,31.5132,1.9675,1.81641,7.65421,5.224052332616473e-28
ag-4a8a1dc1af88,N1Na3,4,22.7556,11.9596,1.9676,2.02204,1.31372,1.0488148358008395e-28
ag-3a58c173f4af,Cd2Dy4Te8,14,40.6389,13.1501,1.96782,0.683127,6.2399,5.0445590257959675e-28
ag-cc64bae75fe8,Bi1O2Y2,5,68.8702,33.2069,1.96785,6.52619,6.71986,1.034870741632376e-28
ag-aac396ffef81,Ho2Si2Ti2,6,93.1466,58.2479,1.9679,8.15451,6.39713,1.250546207698689e-28
ag-bd7933c86d9b,C4N8,12,398.685,352.815,1.96791,60.036,3.68649,7.21136708961696e-29
ag-e95e81d231df,N2S1Th2,5,116.257,54.3416,1.96809,9.21037,8.18418,1.063489631697948e-28
ag-2237b2cc1430,C2Ge2V4,8,176.812,101.773,1.96811,15.6237,6.36544,9.732131512902311e-29
ag-7dc34f909dee,Hf2Pd1,3,135.144,53.6409,1.96823,8.0095,13.1871,5.835201093966376e-29
ag-c566d2bab17f,Dy4Li4O8,16,122.211,62.2611,1.96825,4.09064,6.59218,2.02966944147818e-28
ag-8b4eddeee0a0,Si2Ti2Y2,6,88.2163,58.3351,1.9683,10.3242,4.3089,1.2706432297348097e-28
ag-21743b49dc8f,Mo4Si4Zr4,12,175.768,100.073,1.96922,10.5704,6.95673,2.055162145525939e-28
ag-6515d2391cd7,C2Re1,3,341.245,203.829,1.96942,49.386,11.9109,2.9308656030091047e-29
ag-fdc96cc9e7d4,Dy2O8V2,12,127.149,49.8372,1.96983,5.50685,5.5842,1.6500070346776406e-28
ag-a3551249418c,Ho2In1Ni2,5,76.9525,35.3271,1.97017,4.07935,9.41295,9.915399753591787e-29
ag-917b743bc2ff,Na6Sb2,8,20.6313,13.247,1.97022,1.08012,2.70565,2.3411266558046875e-28
ag-cc641efaedc2,P2Sb2Zr4,8,113.467,67.0024,1.97028,8.43584,6.48821,1.7156732294818554e-28
ag-0262e761a2b0,Pd1Zr2,3,123.721,46.4699,1.9703,8.32751,7.91318,6.061742549652717e-29
ag-d50bd9aca248,Al3Dy1,4,72.987,48.4342,1.97031,8.66879,5.03057,8.035854686234913e-29
ag-d167ec17eb2d,N2Se1Th2,5,110.575,52.9254,1.97034,8.74277,8.52653,1.1121171648058216e-28
ag-88c83a8148c7,Bi1Sc1,2,57.3778,30.2689,1.97055,6.46014,7.43205,5.673685813528251e-29
ag-32fd68442bcc,B4Mo6,10,294.254,165.996,1.97083,19.2625,8.79784,1.1681061029680857e-28
ag-987fd64ce4b5,Al2Sn6Zr10,18,104.958,64.4177,1.97092,4.38274,7.03774,3.960296219434437e-28
ag-ffc7d15f952f,Bi1La1,2,48.7889,25.8958,1.97107,5.31458,7.80636,7.400095279402038e-29
ag-2e7952639cba,As2Na6,8,23.8489,14.6404,1.9711,1.2544,2.38473,2.0038870127591822e-28
ag-39adb5b2c90d,Al12Dy4,16,75.4064,57.6368,1.9713,4.45035,5.2228,3.0960350393607077e-28
ag-399097d6e548,Dy1In1,2,58.8278,21.9057,1.97137,3.59642,8.73178,5.273808695035591e-29
ag-f3bfb1c01faa,Cl2La10Sn6,18,52.8808,31.2423,1.97138,1.84448,6.27567,5.747684842617917e-28
ag-26de4da23d20,I2La10Sn6,18,49.8865,28.3373,1.97154,1.59877,6.46704,6.047240794696173e-28
ag-95667da7a1a0,Ca3Cl3P1,7,40.15,26.9127,1.97156,3.90016,2.2932,1.8650779284783897e-28
ag-e8f20dd3d3b5,Ba2Li2Sb2,6,29.9651,23.3092,1.97163,2.73232,4.53556,1.947939777268804e-28
ag-51542415c2e7,Ag3La3Mg3,9,45.2001,13.451,1.9717,0.807069,5.56871,2.4249963904942223e-28
ag-5d45b8fec38a,O8Pr2V2,12,109.649,40.3625,1.97185,4.8759,4.6491,1.827637708105412e-28
ag-a36bd8830403,Os1Zr1,2,212.794,108.724,1.97203,27.7837,13.1793,3.546207783803665e-29
ag-4f75cb6f21c6,As6Sr6,12,39.5598,23.7469,1.97204,1.95293,4.30283,3.763662660356145e-28
ag-f671deec8391,Mg2Te2,4,46.6749,21.0926,1.97219,2.87117,4.73039,1.0664836806769548e-28
ag-5d266fe4e619,As6Yb8,14,54.0056,26.6923,1.97241,1.09881,8.56733,3.554408319825177e-28
ag-fa5b64b1b6cf,Ba3Na3P3,9,34.048,22.3242,1.97241,2.03648,3.67154,2.5954672992350022e-28
ag-752ea17eddbd,B6Co2W6,14,341.072,205.286,1.97242,15.5193,14.6414,1.4582453073822525e-28
ag-ddb942512473,Au1C2Cs1,4,27.0153,12.7099,1.97247,3.33356,4.73061,1.2422369436862623e-28
ag-88c9119ec957,Hf2O8Si2,12,217.407,107.243,1.9727,10.9772,6.81658,1.3182481623367392e-28
ag-82c8ded576d0,Au4Dy8,12,60.3744,19.5814,1.9732,0.998892,10.9947,3.153322525521076e-28
ag-8b68efcc9664,Be1Cu1,2,139.489,64.8486,1.97327,14.4144,6.20594,1.941457632727241e-29
ag-8b970538fe25,B2O8Ta2,12,265.299,156.102,1.97342,17.4699,7.71043,1.1016081504562046e-28
ag-b3f3bbfddb69,Al2Si2Y2,6,87.846,63.1812,1.97347,10.8823,4.04529,1.1819800610168854e-28
ag-757fe3d1453d,F4S4Y4,12,83.1611,34.0342,1.9737,3.0058,3.83776,2.4225007615007406e-28
ag-25b20a378a42,P2V2,4,185.789,90.3895,1.97372,17.8514,4.99568,5.44564474513077e-29
ag-aa76acc5d2c7,C1Nb1,2,299.616,196.74,1.97398,75.4542,7.72394,2.2555704743123008e-29
ag-470fae67dedb,B2Nb2Ni2,6,233.911,140.907,1.97409,22.354,7.97062,6.76708825729938e-29
ag-741f2418db81,Er4O14Ti4,22,187.311,103.383,1.97424,6.62512,6.84679,2.630206726591303e-28
ag-c1558b66981b,Co2Fe1In1,4,95.7,63.7306,1.97444,9.14975,8.01062,5.980989286188428e-29
ag-6fbcea392322,Al3Sc1,4,80.3807,59.2489,1.97448,14.2961,2.85447,7.32404771875197e-29
ag-e04fbc0416e0,As1Na3,4,25.8167,13.3045,1.97451,1.58923,2.63943,9.052578541460098e-29
ag-f09367d2731e,Sn6Tb10,16,62.1185,42.8431,1.97491,2.67829,8.15223,4.687984856974472e-28
ag-63e256b4afba,N1Y1,2,158.239,120.377,1.97496,44.8532,5.73818,2.9781273804311785e-29
ag-f92b9de51b94,Mg12Ni8Ti4,24,80.2056,43.712,1.97499,2.57999,4.00807,3.9469230511966307e-28
ag-8d7eaa3b5a84,Ce2O8V2,12,105.792,37.6144,1.9751,4.55947,4.54933,1.8619399238374425e-28
ag-9b521ccd2e03,S1Sr1,2,52.3167,20.3678,1.97516,4.58969,4.03235,4.9286797571148587e-29
ag-38a9e95e9842,Hf3Re3Si3,9,218.913,136.004,1.97528,13.6777,13.6531,1.433148558042088e-28
ag-40c9a9dbe6d9,Ca2N2Zn1,5,81.535,44.6417,1.97536,8.05313,3.55838,8.100138667537517e-29
ag-4fec4fdf9fe1,Al10W2,12,125.39,95.1584,1.97562,9.83043,5.68061,1.863507604342222e-28
ag-426b550514a4,As4Hf4,8,127.466,61.4513,1.9757,5.63464,10.5206,1.5999082247385607e-28
ag-59adc4bbf51d,Nb6Rh2,8,202.622,89.1622,1.97574,9.9392,9.09719,1.393183221406085e-28
ag-ddfc31384102,C4Re2,6,346.24,194.551,1.97577,28.5904,11.9291,5.852788074688139e-29
ag-1e79e7d9fdf1,Er16O24,40,145.077,67.82,1.97586,2.30729,8.66313,5.865622182350987e-28
ag-02c8bb19af7a,Al4Se8Sr2,14,30.0517,18.2694,1.9761,2.49112,3.9274,3.868049547563211e-28
ag-4ce95fbe3fce,Gd4O14Ti4,22,179.628,98.4684,1.97634,6.45483,6.3214,2.7436421825630555e-28
ag-028476054f7d,Co4Er4Ga4,12,102.263,32.525,1.97636,1.71742,9.70137,2.026017940550899e-28
ag-bcd5afce9a25,C2Nb4P2,8,221.209,137.344,1.97672,21.2101,6.86313,1.107152933021968e-28
ag-c605526226b3,Cr4Nb4P4,12,126.22,93.4751,1.97688,9.54724,6.60008,1.769974731989889e-28
ag-d2c0bbbdd359,O8Si4,12,15.117,44.117,1.97702,133.85,2.16772,1.84105562414545e-28
ag-f2c0795ba90d,Au1Ca3N1,5,52.3056,30.8296,1.97702,4.04562,4.81865,1.1413624341182597e-28
ag-fdd69cc63d2a,Bi2K6,8,10.4428,6.18953,1.97704,0.45067,2.89427,3.743900065416392e-28
ag-993de049b5e0,Rh2Zr2,4,134.034,20.1566,1.97709,4.01195,9.0447,7.128143967838064e-29
ag-85df97487acd,Co2O2,4,126.855,35.1621,1.97713,4.85589,4.9955,4.981623515532612e-29
ag-527b009f61a1,Al16Ni7Sc6,29,110.706,66.7567,1.97714,3.65252,4.11186,4.491902587202063e-28
ag-634010f2eadb,Mg1Te1,2,46.4833,30.777,1.97719,7.75867,4.73338,5.3290500004621e-29
ag-cff1d3ae6b3f,Ca5P8,13,52.1905,37.5381,1.97733,5.15397,2.52493,2.947489864196388e-28
ag-2ac33a1cfde8,Hf1N1,2,236.7,57.1409,1.97739,9.42413,14.3005,2.2352245763545348e-29
ag-a783be5735d0,Dy2O8V2,12,145.01,58.9586,1.97758,6.29261,6.31819,1.4583241850984033e-28
ag-b94f322df3a0,N8Ta4,12,233.054,50.5887,1.97775,3.44403,10.1683,1.36498084771984e-28
ag-4836777a449c,Al6Th2,8,84.282,41.4406,1.97783,4.35912,5.95198,1.7463767026599636e-28
ag-e8ce9d248196,Ge2V6,8,175.611,49.9376,1.97793,4.65089,6.70479,1.1167914591849578e-28
ag-92aeebce897e,Ca2Si2,4,53.8682,39.0912,1.97818,9.69596,2.37983,9.51228908503457e-29
ag-f537614eaf5b,Hf6Ni4Si6,16,172.789,96.2597,1.97851,6.07374,10.075,2.429787456397907e-28
ag-58fe68b5f992,C2Mg2N4,8,235.14,139.583,1.97862,24.3982,3.42943,6.229664035668788e-29
ag-a3cca7c11dd9,C4Nb16Rh8,28,225.506,49.0809,1.97874,1.86104,9.05881,4.321981083646815e-28
ag-1a0c7fb641a1,S12Sn2Ta6,20,64.559,42.5838,1.9788,5.03231,6.46977,4.383484343012523e-28
ag-fbf9627e8b01,Cu1Tb1,2,65.75,30.6741,1.97885,5.53727,8.63488,4.278257113871204e-29
ag-b9aa9e3ae8a1,Au1Hf2,3,130.662,55.6611,1.9789,7.7815,14.9892,6.136751251791505e-29
ag-cdb000669727,Cd2Hf2,4,79.8851,33.9353,1.97892,4.22505,11.1119,8.694327252999156e-29
ag-cc56002d4304,Al16Hf6Rh7,29,144.122,59.383,1.97894,2.49561,8.00227,4.612878984546962e-28
ag-722e47ad4e66,Al4Cd2O8,14,173.517,68.9282,1.97896,5.34032,5.03801,1.5186201290936874e-28
ag-2582fcb8a8d0,Bi2Co1Hf6,9,114.145,62.0954,1.97912,5.21133,13.3255,1.9288122902022806e-28
ag-be98529facd7,Li1P1Zn1,3,64.5556,52.4515,1.97917,11.3266,3.67156,4.673031172283187e-29
ag-e4bb28a94cfd,Br2La10Sn6,18,51.6132,28.6166,1.97925,1.59115,6.41591,5.852143464802455e-28
ag-6ba20edeb602,N1Tb1,2,157.894,120.039,1.97927,35.4666,9.48538,3.027400324417414e-29
ag-743e0c3c6c03,Al4La1,5,76.6923,25.0327,1.9793,2.97362,3.81558,1.074210356455736e-28
ag-8dbae7845818,C6Cr3W20,29,309.633,122.979,1.97935,5.20027,16.344,3.9673030626289014e-28
ag-67b11cbf8df9,Cs2S4Tb2,8,41.0232,24.598,1.97942,2.96457,4.98194,2.372918251657842e-28
ag-026d53f8b797,Au2Ta6,8,192.15,59.4105,1.97953,4.16073,16.7484,1.4669864033746635e-28
ag-feb595dc9ca6,C1W1,2,377.431,272.31,1.97955,85.4191,15.1969,2.1400268381772378e-29
ag-81256234a62b,C12Ce8,20,138.608,84.9626,1.97961,6.54563,7.13164,2.945571528641878e-28
ag-2889a5ebc0c6,Al4Sr2,6,48.0667,36.7942,1.97968,5.50233,3.30251,1.4237911822222717e-28
ag-e805269dabdf,N8Si6,14,293.706,245.503,1.97986,33.5641,3.94654,1.1805069759412943e-28
ag-990f52fb7ef3,Co4In2Zr4,10,100.481,55.4415,1.9799,4.69468,7.4875,1.8413183343065834e-28
ag-b2cf0006f418,Al8Er2Ni2,12,99.2219,60.829,1.98023,5.1415,5.46263,2.029858815556365e-28
ag-02e917f98e60,C3N4,7,388.65,375.916,1.98054,89.9282,3.70415,4.126922502550457e-29
ag-be0f30005c27,Co2Hf1Sn1,4,103.111,63.55,1.98093,8.32087,10.5539,6.530609119165726e-29
ag-43961ee5cd25,B2Nb2O8,12,253.768,146.953,1.98096,19.3308,5.0852,1.0953247712736474e-28
ag-e6aeabf7626b,As4Mg6,10,48.85,32.1617,1.98097,3.33101,3.07251,2.40779488760327e-28
ag-9bf8f9bec727,B6Ni2W6,14,323.746,193.185,1.98114,14.6877,14.4848,1.473461080870775e-28
ag-895344f663d9,Dy4Ru4Si4,12,127.562,49.2356,1.98115,3.74136,9.04804,2.1410398350969108e-28
ag-6d4bd5e199f2,Ba8Bi6,14,25.0778,12.0714,1.98117,0.581747,6.33618,6.165253350305695e-28
ag-450c44720658,Ba3Bi3Na3,9,24.2806,16.6426,1.98127,1.15407,5.438,3.383039960137367e-28
ag-f270148d49f6,Al3Ru2,5,151.844,70.9047,1.98129,11.4645,6.11681,7.68493812443662e-29
ag-a06f0d1997fb,O4Ti2,6,171.22,65.1811,1.98136,13.0947,3.63372,7.299422134080903e-29
ag-fb5164a88452,B8Ir4V8,20,284.058,159.556,1.98137,9.9933,10.111,2.0740528738407085e-28
ag-5919341cd70d,Mg4O8Si2,14,174.122,116.855,1.98158,13.9388,3.45181,1.3536457044336763e-28
ag-bc25f5bb8b8b,Nb6S12Sn2,20,63.024,41.643,1.9816,5.53349,4.48192,4.370527471255242e-28
ag-5c6b84f5e53d,Sb6Sr10,16,30.1386,19.9125,1.98535,1.29694,4.48768,5.945360967471424e-28
ag-fb1260e49037,Bi1Rb3,4,9.93889,4.28653,1.98661,0.347701,4.06906,1.8991805991132127e-28
ag-366029818476,Au4Bi2Dy10,16,61.8313,19.9875,1.98745,0.801565,10.8421,4.335598224040589e-28
ag-d01371eb46ec,Ag4Ba4,8,20.2538,10.9346,1.98777,0.713274,5.43203,2.9981882172432798e-28
ag-b7504c8961c1,Cs4Pt2,6,13.2204,5.35598,1.98818,0.300135,6.4242,2.38265929876638e-28
ag-37d22335d6f9,Pb1Se1,2,50.8611,9.30123,1.98822,0.951503,8.83023,5.38128519073972e-29
ag-1cf3b2261448,Hf4Ni4Si4,12,173.108,102.232,1.98866,7.97061,10.0749,1.7488585359815336e-28
ag-0d4deea08191,Al4Yb2,6,49.0111,43.146,1.9888,6.13651,5.93055,1.2712058002344328e-28
ag-868f500a39cc,Hf4O14Y4,22,169.083,95.3711,1.98906,6.43897,7.36826,2.9152497646351984e-28
ag-f6eb1af6edc3,S8Zn8,16,70.9915,34.8387,1.98919,2.20024,4.17208,3.10366790622938e-28
ag-5ec807672f6d,N3Ta3,6,298.541,179.687,1.98921,24.6641,13.7634,7.056316672535747e-29
ag-2a77fe15be59,Nb6Sb2,8,166.022,80.7255,1.98925,9.169,8.80787,1.5100387660770895e-28
ag-4431de142c78,Ag3Dy3Mg3,9,56.2255,13.7627,1.98933,0.688105,6.85623,2.141044103596445e-28
ag-a00160fc5a95,Ge1Th1,2,86.7611,42.4883,1.98944,9.95447,8.71018,5.808488703630681e-29
ag-1f902d0c9093,N4Nb16Ni8,28,217.983,105.439,1.98964,5.45131,8.44791,3.954979321289392e-28
ag-2f585e73be12,As4La4Te4,12,57.8135,34.8096,1.98965,2.74677,6.47064,3.5047722520787606e-28
ag-9ff6e8037144,C1Na4O4,9,46.7906,14.6118,1.98965,2.32809,2.09391,1.332036198413948e-28
ag-2b2c6f1ae007,Fe2Si2Tb2,6,99.5431,55.3923,1.98969,8.52781,7.59217,1.0623356075465896e-28
ag-4d585c73685b,S8Zn8,16,70.7431,36.0505,1.98978,2.31504,4.17301,3.1029762205749506e-28
ag-9b20bb8c04dd,B8Nb7Ru6,21,273.634,168.042,1.9899,11.9008,8.93163,2.497330854776079e-28
ag-947b9e40b4c1,Ca3O1Sn1,5,54.5889,45.476,1.98994,7.7961,3.69661,1.1452208252204868e-28
ag-92fd0d9d27e7,Al6Ca6Si6,18,56.7437,38.7336,1.99001,3.69663,2.36273,4.0121060025089196e-28
ag-acc2c58523ee,Ca1O3Ti1,5,170.978,102.919,1.99003,21.6331,3.74852,6.022083233879427e-29
ag-183e65e769b1,Ca2O2,4,85.7291,34.111,1.99004,6.46607,2.77483,6.711669792625484e-29
ag-ffb0e8968a4b,Al1Re1,2,220.767,51.2276,1.9901,9.0019,12.2903,2.880384505639911e-29
ag-d5aca1c46711,Nb10P2Si6,18,178.501,79.2017,1.99012,5.89999,6.69011,2.8780325565274054e-28
ag-1519552b06d5,S2Zn2,4,71.1901,34.5538,1.99019,5.45186,4.16887,7.765144270642568e-29
ag-90bea603c3d4,S10Zn10,20,71.4112,35.6595,1.99024,1.94311,4.17372,3.8780604587219167e-28
ag-5a58189fe4d0,Bi2Er10Pt4,16,68.7017,21.2643,1.99035,0.939181,11.7512,4.056793933544031e-28
ag-90e8a1a980d4,Rh1Zr1,2,166.744,17.1067,1.99039,2.27039,9.07787,3.551049075714068e-29
ag-0a808a45fc88,O4S4Zr4,12,130.809,50.5992,1.99064,5.46648,4.81625,1.9209453805280658e-28
ag-10092caf5489,Ge4La4,8,64.6282,40.3282,1.99082,4.11553,6.39686,2.1965746775590417e-28
ag-1c0045eff836,Re8Sc4,12,221.147,71.3894,1.99103,4.64636,13.0188,2.1294099121252466e-28
ag-0d5795f8d88e,O8Si2Zn4,14,192.256,87.1675,1.99104,6.99851,5.57611,1.327577772096007e-28
ag-078d522f3751,Al14Th4,18,85.2668,51.403,1.99122,3.38768,5.64725,3.83990019776734e-28
ag-82044007140e,Ge4Sc2,6,77.4528,50.9662,1.99134,6.85761,5.47608,1.1537236992384322e-28
ag-427343e52e42,Ho1N1,2,166.433,129.03,1.99138,36.4121,10.2306,2.90434492767761e-29
ag-14aa41d24adc,S4Zn4,8,71.4365,35.4667,1.99195,3.51418,4.17172,1.5519678691548658e-28
ag-ef00d5055a97,Na6P2,8,26.701,16.4395,1.99206,1.58704,1.7921,1.852121777861193e-28
ag-77a7720c79a2,La3Tl1,4,38.2833,10.016,1.99213,0.817017,7.62725,1.3522047038040324e-28
ag-b3690417bc7a,C2Pb2Ti4,8,114.138,69.6375,1.99216,9.22084,7.97526,1.3115007615265632e-28
ag-a69b8bddddf7,Ho1In3,4,63.5889,28.2501,1.99218,2.63072,8.61883,9.814006811521697e-29
ag-01f91f60cd24,S6Zn6,12,71.0643,35.613,1.99227,2.72643,4.17313,2.327165244951896e-28
ag-1cdb1d4965d0,Re3Si3Ti3,9,217.455,129.608,1.99242,14.4911,9.78238,1.3350312237829323e-28
ag-4d7c8c08e42f,Mn2Se6Th2,10,66.3544,29.2354,1.99258,2.56696,6.77627,2.5674405760969126e-28
ag-d870e9cabb74,Rh1Tb1,2,112.15,36.484,1.99264,6.20747,10.8052,4.0238066418584075e-29
ag-c2bc4c61bf28,Al36Mg6V4,46,84.8667,54.8405,1.99266,2.43746,2.81581,7.789794683338098e-28
ag-fcf6e3f7975d,Re8Sc4,12,222.312,71.1585,1.99278,4.59076,13.0186,2.1294426254724907e-28
ag-24f1327f80e6,Al1F3,4,124.739,76.3058,1.99283,17.2537,2.89373,4.81892474668097e-29
ag-76e523ddd653,C2Cs2Pt1,5,33.801,15.0041,1.99299,2.43896,5.39921,1.4913708977631432e-28
ag-b14246c37faa,N1Nd1,2,156.639,88.3516,1.99304,21.1341,7.57048,3.471089661271985e-29
ag-089db02d79e9,Al4Ba1,5,50.9005,31.3634,1.99326,4.98715,3.43177,1.1867125246974058e-28
ag-47d3f3ddbfe6,N4Ta2,6,277.716,145.385,1.99334,20.1425,10.7521,6.454336712767575e-29
ag-1711607563cb,Ba1Mg2Si2,5,49.7584,40.5821,1.99344,6.89108,3.3481,1.2007699660595348e-28
ag-d80cdbcb68b4,N1Sb1Sr3,5,45.9,38.2214,1.99347,5.80746,4.66575,1.4187112647266532e-28
ag-10e56bff43e3,C1Y1,2,124.4,64.3648,1.99362,19.4086,5.06903,3.3058765432734117e-29
ag-b857a0a89905,N3V6,9,257.97,132.471,1.99366,17.0269,5.9365,9.724890470810445e-29
ag-0dbf333d56d4,Ho16O24,40,145.194,65.7443,1.99368,2.16045,8.41601,5.964340493703393e-28
ag-207d51394678,In3Tb1,4,61.8944,28.7289,1.99368,2.81461,8.41022,9.938872895057616e-29
ag-2b31f5084ef3,Bi1N1Sr3,5,43.8222,36.5131,1.99371,4.97795,5.54748,1.4542965273318999e-28
ag-7e1e4fa3243f,As4Zr4,8,118.449,64.9747,1.99373,7.56445,6.66585,1.655550362181549e-28
ag-e5124c2b0062,Re3Si3Ta3,9,251.978,119.149,1.99376,10.9058,14.4008,1.3672408998552078e-28
ag-391e7db42498,Hf4Nb4P4,12,180.587,100.707,1.99383,8.50785,9.87127,2.03458089329697e-28
ag-2cb7747d64fa,S1Zn1,2,71.1889,33.9479,1.99396,8.40003,4.17515,3.8767322126814217e-29
ag-1d7f89469d6c,As2C2V6,10,186.223,66.7581,1.99407,6.85339,6.38906,1.2462726375491947e-28
ag-1966db47ed65,Cl2Mg1,3,9.2777,5.76207,1.9941,4.94904,1.83102,8.634618140165188e-29
ag-d4eddbd6a353,Au4Er8,12,63.5208,20.7146,1.99422,1.00377,11.5358,3.0602156421559433e-28
ag-317af56146e5,O8Ti4,12,212.026,97.8381,1.9943,11.6067,4.09225,1.2963067357591767e-28
ag-4d3b9802cdb1,Ni4Sc6Si6,16,119.838,78.2249,1.99444,6.90123,4.33214,2.579739905081733e-28
ag-03c931a8f435,Ba1O3Pu1,5,120.922,57.0776,1.99449,7.02168,8.30831,8.580701332471444e-29
ag-6ab6d29cee6c,As8Hf4,12,115.707,75.7912,1.99466,5.79361,9.54871,2.2839110433212078e-28
ag-4cd5998ab967,Ca1N2,3,81.0231,39.7189,1.99469,14.9832,2.88393,3.9206371097595034e-29
ag-2c5d7000d3a9,Nb6Tl2,8,154.822,34.0505,1.99487,2.32625,10.3625,1.5482952468801594e-28
ag-ece5536a079b,Al3Pd3Tb3,9,78.3089,24.1416,1.99493,1.92727,8.07289,1.8038901263534852e-28
ag-717b4b75479a,Sb2Sc4,6,69.4339,39.4605,1.99512,5.29646,4.78622,1.4687554397853817e-28
ag-d698f685b096,Bi2O8V2,12,110.523,37.4898,1.99515,3.72026,6.02418,1.7857400814170185e-28
ag-2a69a5bb3498,Hf10Sn6,16,113.593,43.5897,1.99533,2.12168,11.5583,3.587579259537178e-28
ag-f3a50991fffa,Ga2Gd6O12,20,131.762,58.2837,1.99538,3.39673,7.46209,2.837121617300413e-28
ag-6111b8abae1b,Hf4O8,12,196.292,100.815,1.99545,9.92173,9.96981,1.4023331456938657e-28
ag-f3e28f6e1c84,Gd4O14Zr4,22,160.117,85.9873,1.99572,5.79357,6.64662,3.0426742291987716e-28
ag-4c9a4c8acd1b,Cd1Ho1,2,58.4444,26.287,1.99577,4.53629,8.89417,5.177954734870279e-29
ag-032645bbe4ef,Mn2Te2,4,52.4546,20.2234,1.99584,2.37687,5.75809,1.0528197887260839e-28
ag-7f696d427755,B8Os6Sc2,16,289.235,175.127,1.99584,12.5849,12.5886,1.7382591224832564e-28
ag-16bf6a36c052,O8Si2Zr2,12,204.872,97.2627,1.99587,11.6101,4.48954,1.355990149258734e-28
ag-73bb14353152,In1La1,2,49.9667,20.1921,1.99587,3.68961,6.75334,6.238657228102143e-29
ag-8451928b649b,Se1Sr1,2,41.0111,26.8958,1.99599,6.92184,4.41285,6.268343535679391e-29
ag-4e1bfd5c51c6,Al9Co2Sr1,12,87.1694,64.2909,1.99602,7.46179,3.59385,2.0714644978229096e-28
